#,Choose a language!,Interlay 的使命是：,interBTC 是：,Kintsugi（kBTC）是：,INTR 和 KINT 是：,谁能在 Interlay 中运行金库？,interBTC 为用户提供哪些保证？,在哪里可以使用 interBTC？,Interlay's Mission is?,interBTC is?,Kintsugi is?,INTR and KINT are?,Who can run a Vault in Interlay?,What guarantees does interBTC offer to users?,Where will you be able to use interBTC?,You've finished the quiz and scored full marks!,完成测试，满分！,Start Date (UTC),Submit Date (UTC),Network ID,Tags
gnfxl8inuz3zjvgnfxl4eo8e8osh85jq,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",12BiDsGo5XZ2Tsbk5waPKsXWv8CXvrk3NS6vF6wGMAEXCMZV,,2021-12-02 12:35:52,2021-12-02 12:38:23,2be1363494,
qnqmg76l34g9dckpmnqnqmgij7u3hkvh,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",12BfwFaa9W62pjvteiqALoaZcACptVedsBTBTGFxhbDcvx5f,,2021-12-02 12:32:58,2021-12-02 12:34:49,75587baebc,
rv4nw6vyra3a8gvwzwurv4nw6jzcw9pi,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",12jjEWWdLiopLJPejNRZq1LcetDgNhZHMqwvV4UB7N3FLnaC,,2021-12-02 12:31:00,2021-12-02 12:33:58,e44f374a1d,
8069f74pd7dptxzh5hi7uw8069f78k0r,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",15LpgzYgXFge1i3HuPCYhKXuD9YiaqLmaKydNdJAo1ETQT97,,2021-12-02 12:29:51,2021-12-02 12:31:16,78d13137f2,
ac3j5eudz0am3nmltac3j5egf8wcsaoa,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",,,2021-12-02 12:27:16,2021-12-02 12:30:25,b8b9040377,
8y2ogve3o8xubymqmn6a98y2og2erzi4,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",12LFrJ66BsSTodt8fxBUovPf7XnNsi6C6WEadu5ttBP3LXJ7,,2021-12-02 12:29:15,2021-12-02 12:29:52,4f2de03bfc,
qbf55og9yoe4vc4bwgqbf5yfdqxlmutu,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",,,2021-12-02 12:21:42,2021-12-02 12:29:19,78d13137f2,
0nish38comhbz907n20nis1dbyj9xnfl,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",133GVKqMskokH4hNQ6HBzdZJN97t4J2EkzMPbf5pD7jYi7DX,,2021-12-02 12:25:33,2021-12-02 12:27:52,276b331b04,
haf9ljtvh8cg74sqjphaf9kqcj53nph3,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",148onmXfSLp4kRDernYDKXHqo7eRpCs8SiNYz49ZtWkPnNNr,,2021-12-02 12:20:49,2021-12-02 12:25:01,55b1bb5d48,
hhe3zohvpny2dwqwegf4zhhe3zs70h7g,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",133sHxPr5HW6TjAa3VsCZ8fhHtoMSVxh5c24RmyvsfeXQy7G,,2021-12-02 12:18:44,2021-12-02 12:23:31,055d38d72e,
yj5c5gspfl9zoqwyj5c5lfzrn2vf81ut,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",15GiWnBhMDDrMs4G5CprFxzDZbJTXCSxXW1jzwJ4LBptbRkF,,2021-12-02 12:19:18,2021-12-02 12:23:30,2be1363494,
d8mz3yzb79doo6oi0gqd8mz35utkquo0,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",124F4bq7cpdb1jLbJVqBZXbuGY6kRycr5ZYwueJ3wj1pWknm,,2021-12-02 12:19:26,2021-12-02 12:19:51,dc680ae200,
qwrpwq442w2iosbqwrpj9017jbxx3sgu,Chinese,以去信任化和彻底开放的方式将比特币带到任何区块链,一种与BTC 1:1锚定的无需信任的资产,Interlay 的金丝雀（先行）网络，为 Kusama 带来无需信任的跨链 BTC,Polkadot 上的 interBTC 和 Kusama 上的 kBTC 的治理代币,任何人,您可以随时使用 interBTC 1:1 赎回 BTC 或在抵押品中获得补偿,在任何区块链上，包括所有 Polkadot 平行链,,,,,,,,,12YUBs4oDLobn6orFbVBXtjHHHDZzXnzg8eRRaHgz2civWUW,2021-12-02 12:14:31,2021-12-02 12:17:53,123496ba55,
wvj49x6roolfjyqi1wvj4m5rp8ruf6rq,Chinese,以去信任化和彻底开放的方式将比特币带到任何区块链,一种与BTC 1:1锚定的无需信任的资产,Interlay 的金丝雀（先行）网络，为 Kusama 带来无需信任的跨链 BTC,Polkadot 上的 interBTC 和 Kusama 上的 kBTC 的治理代币,任何人,您可以随时使用 interBTC 1:1 赎回 BTC 或在抵押品中获得补偿,在任何区块链上，包括所有 Polkadot 平行链,,,,,,,,,1N1kg9PYCUzD4PxzPFgyF9EvXzLGrSp7XqyrWo3akbGjScN,2021-12-02 12:09:37,2021-12-02 12:11:59,a89a099b39,
dog07v2udqamp3kgbt8zdog07v2dt887,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",,,2021-12-02 12:01:23,2021-12-02 12:07:26,dfe42e7129,
ooc7n3xhpolod17zooc7w79dl38pwa4r,Chinese,以去信任化和彻底开放的方式将比特币带到任何区块链,一种与BTC 1:1锚定的无需信任的资产,Interlay 的金丝雀（先行）网络，为 Kusama 带来无需信任的跨链 BTC,Polkadot 上的 interBTC 和 Kusama 上的 kBTC 的治理代币,任何人,您可以随时使用 interBTC 1:1 赎回 BTC 或在抵押品中获得补偿,在任何区块链上，包括所有 Polkadot 平行链,,,,,,,,,14m6SChg2kse549XvUWL3ztLFKC1AHeiJdMg2dKAEpyjskTQ,2021-12-02 11:53:12,2021-12-02 12:07:18,a89a099b39,
bwdm9lq0stjkj3csypbwffn5y60ooo20,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",16D1YmBksbjJUCfYzpgJTW3YYJKhBztk3Ff86qGJp4Ta9ZZm,,2021-12-02 11:40:44,2021-12-02 12:01:45,9a59959cdb,
3zm0irw0xigt8ee1i3zm0irrxsevcyuh,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",12Qrk78wFugtdqRcSgFGpckumbUtLBbJuvSGvZT3NSdcApzD,,2021-12-02 11:50:15,2021-12-02 11:52:55,52952bc414,
13g3a9k40iixpt13g3ak15xiifsdd20q,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",128wALnkTwhfYj3kcw1t8SuF7qpQjBw2AJtp54Kf6fJpj8iK,,2021-12-02 11:40:20,2021-12-02 11:42:11,32a5883b13,
9argm3i6p36ahoa73bp9argm3cyh50k6,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14DEmytjM8ATxKrBNF9iCoKRuD5pgWNHx88yRUmsbiCXXCKd,,2021-12-02 11:37:32,2021-12-02 11:38:59,a1ff19366d,
crny0le1em723w9z9gvwcrny0le21k9h,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",,,2021-12-02 11:28:54,2021-12-02 11:37:43,fd3ccc6b0f,
jkzjqwurvixr8tpq3nrzjkzjkut67iam,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",12jcak7rsKr6ko8R6T9beVupXM1oizfL3tBDCgo5PHt3LHiq,,2021-12-02 11:26:55,2021-12-02 11:33:41,5caed3b08b,
n3unh3a7ba2d91aoea4iyn3unh31omo8,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",1paWmec1sZ4JNSunYRahiHRrQCvMhP2h4Hg1a7Egpyv575h,,2021-12-02 11:25:46,2021-12-02 11:26:40,67911d769e,
8e4lze1gwg0esm6h8ea7g4jd94lfnbp0,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",16DpuvTAK8uGYfVoMpnsiaKbgy8W8ThjXj2f4gjiH97J5qxq,,2021-12-02 11:24:47,2021-12-02 11:26:24,b05b2f5ba2,
lfubkoedrllvk9p9m5lfubkoe23sut7q,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",112GWhxEvZckAYyLBRqrqvkr27TVpz9UhsqLc5P32RzAkW1b,,2021-12-02 11:20:24,2021-12-02 11:25:44,c1c41419a8,
bii7vq7i2mvyhzp0bii7vqisbtu6mgi7,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14uno9tLn8B62k6qNsmnvQccTcqZGE5SFvotcw22yFeXswA7,,2021-12-02 11:23:30,2021-12-02 11:25:04,67911d769e,
aaz9y693eubmafi19aaz9hzhnpez67tg,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",1TyC1GWsqxNe8DnemK88k9LHECTDXUrNv2LKauSWqTGHahe,,2021-12-02 11:10:41,2021-12-02 11:24:55,3b0b7ef069,
6uksuk7sr7mogfskv4s8y6uksuktik1i,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",,,2021-12-02 11:12:48,2021-12-02 11:22:22,b05b2f5ba2,
066gtmqtsh7zfil066g4kraw4cg4egkk,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",,,2021-12-02 11:19:02,2021-12-02 11:21:56,c5bdcadf88,
1o5vnhaaj8mm3trdaukgij1o5vnhsi3x,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",15UoeyL98dNKvrMQQhhFWthw4BJPFnrRqBUMYMHbDf5vQvtd,,2021-12-02 11:16:49,2021-12-02 11:19:05,1ec6c8797d,
zl2k063z6hbwovuis6p3zl2k063zzl0c,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",16fDaXZyJ4G3m7JLx8fxSuY6eXQkTzXdoTiAupuUXgtHVuPA,,2021-12-02 11:10:43,2021-12-02 11:17:31,5e9688bb30,
85dku9v0f33ufq85dkify5r8jf28ffh8,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",16Mfjmi1KZBsFpoh2H8SiWf27eZ1UdVxrhCr2J1yDmRiftQp,,2021-12-02 11:13:25,2021-12-02 11:15:17,2af30f610a,
vs9bcy2oi7q6au4jvnvs9bcy218p39je,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",12ghFmrpwyG5yFH2TdqLBaXeYChLvrGDcYAqpKKogJFsvZRr,,2021-12-02 11:10:06,2021-12-02 11:12:24,a68b2aae3e,
mglv4efras774k4a38ef5umglv4efnn9,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",15j1Sg45k9mBJTPzZteAUYGX6KLNkiS3r79KZf3kixPBJLFs,,2021-12-02 11:06:46,2021-12-02 11:12:23,3b563e0a45,
g1eogqrs91fdjsdo0g1eogqyh6s9he1d,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14twpQ6Q2nbnc4AHU9Tp2qe6xcTdMQ7bUn9vwLRi9yBKC2zF,,2021-12-02 11:08:38,2021-12-02 11:11:08,9062cf1f2f,
t35tbxvk6jrnr9jek0rt35tb9rqxlgx3,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14zRwx8LPUfwo51ognbMJ5DYrmmLKGkqBgdyhcXkU6HN44kh,,2021-12-02 11:06:00,2021-12-02 11:09:01,3c6388e3cb,
8z8fo3ux9k4roeu02u78z8fo3gbesqw0,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14zRwx8LPUfwo51ognbMJ5DYrmmLKGkqBgdyhcXkU6HN44kh,,2021-12-02 11:03:05,2021-12-02 11:05:00,3c6388e3cb,
ogsrqcinh673snljg2gogsrqcid8im54,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",16GC2cmGxas6RySZjpJZYTuwyyJjz1DsmebxdjEuosJpmJN1,,2021-12-02 11:01:20,2021-12-02 11:04:22,e1c4fa1baa,
8v7caz3fq1dga8ubn4m8v7cazm7csqqw,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",12QghuAnZigfMs3PhgVQTo7xnknfniasdZkmon69fzcVyy3c,,2021-12-02 10:59:25,2021-12-02 11:00:09,9c634c4ba7,
44rboow506ty3bkck44rboow56rb0ruh,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",16DfDZaufkPynupABF4WbZpALUQfzWMktk5QLqRriB4u5UR2,,2021-12-02 10:49:47,2021-12-02 10:56:07,57ffe45642,
ex5x6suu4gtlzpeex5xjsyw49m6yybia,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",5C7T3TRBHj6XnNN5A4VJQYT5nERjjfEQszqZLmzaymtEnJMV,,2021-12-02 10:48:51,2021-12-02 10:50:26,c1ec362c58,
xre03lvdb8r1ir5l2d4xre03lv3bujjn,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",13RDB9MfyQCjZ7EdpMDdv8j3GhNLUAxmEQw4rDEtfrpfvdmD,,2021-12-02 10:45:16,2021-12-02 10:46:27,cc4d9b7c2b,
avzuu8pxzhah7lgjcbavzuuzhs4nkf46,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",15gHaCRx1nzy8XVBnxAyTydJ1Mix3Bpao5cbwv92uTyxDEUQ,,2021-12-02 10:44:26,2021-12-02 10:45:27,bca337c13e,
7v15oeqm5grckbhg1cbn3en7v15o9rgv,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",Cd4hmm3v67TY2BWvmJMJVp5vphyYL3bLNgJjSGYTa6jXVvJ,,2021-12-02 10:33:10,2021-12-02 10:38:03,0d9c0a63f5,
s08vl6g0a5209s08vjzkjqlsuzij4o2u,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",,,2021-12-02 10:33:37,2021-12-02 10:36:23,25750c3830,
witub4ccwddtrnui2dfzwitubyflyc68,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",133tUEw1bWNAgzsX558aYboB6RdVKARHNk1eWjPJHeQeYrg5,,2021-12-02 10:30:03,2021-12-02 10:35:13,fd5511d8e0,
esqz5ejvp4z60vna9maenltesqz5e8nl,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",5GgbJ91RcQsp18PNjfrYHJb7JdUk8vxXsLVaduebLEC2cQtn,,2021-12-02 10:29:13,2021-12-02 10:33:40,b91345ef53,
67wy2gpa0q95m3x0li67wy24s0z6pr4h,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",13Y9MKzkYywBXPZ3dcUuvFaY7t5HvgQGTQYLMtA7Zb3TH1a5,,2021-12-02 10:31:04,2021-12-02 10:33:27,e7d0483d4e,
d3oh17i7vh8rdhgcsvsmd3oh179qmcsx,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",15DDzjKQqS8UtcsZ6XuJFysMDUjfBTr4thKGUstR3Eo5Wrw4,,2021-12-02 10:30:11,2021-12-02 10:31:46,8eff250524,
